query_id,query_text,query_type,language,video,segment_index,start_time,end_time,relevance,notes
auto_0008,"over billions of years,",exact_keyword,en,David Pogue- Simplicity sells - TED Talk,108,580.82,581.02,0,auto_negative_other_video
auto_0008,"over billions of years,",exact_keyword,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,307,869.8399999999999,872.4,0,auto_negative_other_video
auto_0009,where do they talk about readings from Galileo indicate that?,natural_search,en,17Min,77,312.84000000000003,319.56,3,auto_seed_positive
auto_0009,where do they talk about readings from Galileo indicate that?,natural_search,en,17Min,123,492.36,497.42,1,auto_negative_same_video
auto_0009,where do they talk about readings from Galileo indicate that?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,18,101.02,104.66,0,auto_negative_other_video
auto_0009,where do they talk about readings from Galileo indicate that?,natural_search,en,AkerBP 1,29,150.86,155.82,0,auto_negative_other_video
auto_0010,somewhere close to the,exact_keyword,en,17Min,77,312.84000000000003,319.56,3,auto_seed_positive
auto_0010,somewhere close to the,exact_keyword,en,17Min,261,1021.04,1023.54,1,auto_negative_same_video
auto_0010,somewhere close to the,exact_keyword,en,video1,247,781.16,782.62,0,auto_negative_other_video
auto_0010,somewhere close to the,exact_keyword,en,Al Gore- Averting the climate crisis - TED Talk,9,63.68000000000001,68.14,0,auto_negative_other_video
auto_0011,where do they talk about readings from Galileo indicate that?,natural_search,en,17Min,77,312.84000000000003,319.56,3,auto_seed_positive
auto_0011,where do they talk about readings from Galileo indicate that?,natural_search,en,17Min,89,376.72,377.84,1,auto_negative_same_video
auto_0011,where do they talk about readings from Galileo indicate that?,natural_search,en,Comedy 1,47,113.88,115.48,0,auto_negative_other_video
auto_0011,where do they talk about readings from Galileo indicate that?,natural_search,en,AkerBP 3,21,171.72,177.44,0,auto_negative_other_video
auto_0012,somewhere close to the,exact_keyword,en,17Min,77,312.84000000000003,319.56,3,auto_seed_positive
auto_0012,somewhere close to the,exact_keyword,en,17Min,205,804.82,806.12,1,auto_negative_same_video
auto_0012,somewhere close to the,exact_keyword,en,Comedy 2,108,224.46,224.78,0,auto_negative_other_video
auto_0012,somewhere close to the,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,138,397.02000000000004,398.82,0,auto_negative_other_video
auto_0013,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,30Min,33,119.1,125.76,3,auto_seed_positive
auto_0013,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,30Min,406,1095.98,1097.8,1,auto_negative_same_video
auto_0013,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,340,1090.54,1095.7,0,auto_negative_other_video
auto_0013,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,364,887.9,889.58,0,auto_negative_other_video
auto_0014,survives entry and lands,exact_keyword,en,30Min,33,119.1,125.76,3,auto_seed_positive
auto_0014,survives entry and lands,exact_keyword,en,30Min,164,509.18,510.86,1,auto_negative_same_video
auto_0014,survives entry and lands,exact_keyword,en,17Min,5,17.14,20.58,0,auto_negative_other_video
auto_0014,survives entry and lands,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,474,1366.02,1368.22,0,auto_negative_other_video
auto_0015,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,30Min,33,119.1,125.76,3,auto_seed_positive
auto_0015,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,30Min,483,1250.26,1251.2,1,auto_negative_same_video
auto_0015,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,Comedy 2,160,328.32,329.88,0,auto_negative_other_video
auto_0015,"where do they talk about February 18th, 2021, Perseverance rover?",natural_search,en,video1,341,1057.92,1058.92,0,auto_negative_other_video
auto_0016,survives entry and lands,exact_keyword,en,30Min,33,119.1,125.76,3,auto_seed_positive
auto_0016,survives entry and lands,exact_keyword,en,30Min,89,302.62,307.58,1,auto_negative_same_video
auto_0016,survives entry and lands,exact_keyword,en,Rick Warren- A life of purpose - TED Talk,32,104.58,106.1,0,auto_negative_other_video
auto_0016,survives entry and lands,exact_keyword,en,Al Gore- Averting the climate crisis - TED Talk,185,727.18,728.5,0,auto_negative_other_video
auto_0017,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,30Min,1,5.74,13.06,3,auto_seed_positive
auto_0017,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,30Min,310,869.42,870.4,1,auto_negative_same_video
auto_0017,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,Rick Warren- A life of purpose - TED Talk,241,713.56,714.96,0,auto_negative_other_video
auto_0017,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,video1,390,1220.12,1222.38,0,auto_negative_other_video
auto_0018,"away, is Ingenuity, a",exact_keyword,en,30Min,1,5.74,13.06,3,auto_seed_positive
auto_0018,"away, is Ingenuity, a",exact_keyword,en,30Min,453,1190.26,1192.3,1,auto_negative_same_video
auto_0018,"away, is Ingenuity, a",exact_keyword,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,221,636.24,638.14,0,auto_negative_other_video
auto_0018,"away, is Ingenuity, a",exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,459,1324.66,1325.22,0,auto_negative_other_video
auto_0019,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,30Min,1,5.74,13.06,3,auto_seed_positive
auto_0019,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,30Min,80,268.42,268.78,1,auto_negative_same_video
auto_0019,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,Majora Carter- Greening the ghetto - TED Talk,263,802.78,804.02,0,auto_negative_other_video
auto_0019,"where do they talk about surface Mars, million kilometers away,?",natural_search,en,AkerBP 3,20,163.98,171.58,0,auto_negative_other_video
auto_0020,"away, is Ingenuity, a",exact_keyword,en,30Min,1,5.74,13.06,3,auto_seed_positive
auto_0020,"away, is Ingenuity, a",exact_keyword,en,30Min,282,797.92,799.94,1,auto_negative_same_video
auto_0020,"away, is Ingenuity, a",exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,453,942.08,943.82,0,auto_negative_other_video
auto_0020,"away, is Ingenuity, a",exact_keyword,en,video1,386,1208.02,1212.92,0,auto_negative_other_video
auto_0021,where do they talk about They've started from area selected?,natural_search,en,30Min,76,256.42,261.38,3,auto_seed_positive
auto_0021,where do they talk about They've started from area selected?,natural_search,en,30Min,316,885.48,886.18,1,auto_negative_same_video
auto_0021,where do they talk about They've started from area selected?,natural_search,en,17Min,68,287.14,291.92,0,auto_negative_other_video
auto_0021,where do they talk about They've started from area selected?,natural_search,en,Jehane Noujaim- My wish- A global day of film - TED Talk,179,593.64,595.7,0,auto_negative_other_video
auto_0022,and analyzed by both,exact_keyword,en,30Min,76,256.42,261.38,3,auto_seed_positive
auto_0022,and analyzed by both,exact_keyword,en,30Min,407,1099.6200000000001,1100.24,1,auto_negative_same_video
auto_0022,and analyzed by both,exact_keyword,en,Al Gore- Averting the climate crisis - TED Talk,54,258.32,263.26,0,auto_negative_other_video
auto_0022,and analyzed by both,exact_keyword,en,Jehane Noujaim- My wish- A global day of film - TED Talk,214,718.16,723.3,0,auto_negative_other_video
auto_0023,where do they talk about They've started from area selected?,natural_search,en,30Min,76,256.42,261.38,3,auto_seed_positive
auto_0023,where do they talk about They've started from area selected?,natural_search,en,30Min,228,672.44,674.36,1,auto_negative_same_video
auto_0023,where do they talk about They've started from area selected?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,362,1002.62,1004.12,0,auto_negative_other_video
auto_0023,where do they talk about They've started from area selected?,natural_search,en,Jehane Noujaim- My wish- A global day of film - TED Talk,343,1158.88,1160.36,0,auto_negative_other_video
auto_0024,and analyzed by both,exact_keyword,en,30Min,76,256.42,261.38,3,auto_seed_positive
auto_0024,and analyzed by both,exact_keyword,en,30Min,399,1083.5,1084.64,1,auto_negative_same_video
auto_0024,and analyzed by both,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,178,598.56,601.94,0,auto_negative_other_video
auto_0024,and analyzed by both,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,85,469.4,474.1,0,auto_negative_other_video
auto_0025,where do they talk about look forward many great years?,natural_search,en,AkerBP 1,40,204.32,214.18,3,auto_seed_positive
auto_0025,where do they talk about look forward many great years?,natural_search,en,AkerBP 1,35,175.82,181.4,1,auto_negative_same_video
auto_0025,where do they talk about look forward many great years?,natural_search,en,Johan Sverdrup - System 29 - Vanninjeksjon,5,37.480000000000004,48.06,0,auto_negative_other_video
auto_0025,where do they talk about look forward many great years?,natural_search,en,17Min,191,748.96,754.58,0,auto_negative_other_video
auto_0026,new records and a,exact_keyword,en,AkerBP 1,40,204.32,214.18,3,auto_seed_positive
auto_0026,new records and a,exact_keyword,en,AkerBP 1,5,31.44,33.34,1,auto_negative_same_video
auto_0026,new records and a,exact_keyword,en,Al Gore- Averting the climate crisis - TED Talk,79,371.78,372.66,0,auto_negative_other_video
auto_0026,new records and a,exact_keyword,en,30Min,285,805.34,806.2,0,auto_negative_other_video
auto_0027,where do they talk about look forward many great years?,natural_search,en,AkerBP 1,40,204.32,214.18,3,auto_seed_positive
auto_0027,where do they talk about look forward many great years?,natural_search,en,AkerBP 1,9,50.7,56.02,1,auto_negative_same_video
auto_0027,where do they talk about look forward many great years?,natural_search,en,Johan Sverdrup - System 62 - Diesel,14,85.66000000000001,88.62,0,auto_negative_other_video
auto_0027,where do they talk about look forward many great years?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,450,1294.94,1296.96,0,auto_negative_other_video
auto_0028,new records and a,exact_keyword,en,AkerBP 1,40,204.32,214.18,3,auto_seed_positive
auto_0028,new records and a,exact_keyword,en,AkerBP 1,35,175.82,181.4,1,auto_negative_same_video
auto_0028,new records and a,exact_keyword,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,47,139.54,144.56,0,auto_negative_other_video
auto_0028,new records and a,exact_keyword,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,159,391.6,393.18,0,auto_negative_other_video
auto_0029,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,AkerBP 1,39,197.72,204.32,3,auto_seed_positive
auto_0029,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,AkerBP 1,8,45.68,50.7,1,auto_negative_same_video
auto_0029,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,David Pogue- Simplicity sells - TED Talk,239,1255.2,1256.66,0,auto_negative_other_video
auto_0029,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,David Pogue- Simplicity sells - TED Talk,241,1259.28,1259.82,0,auto_negative_other_video
auto_0030,DeepSea Stavanger has become,exact_keyword,en,AkerBP 1,39,197.72,204.32,3,auto_seed_positive
auto_0030,DeepSea Stavanger has become,exact_keyword,en,AkerBP 1,33,170.76,175.8,1,auto_negative_same_video
auto_0030,DeepSea Stavanger has become,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,483,1001.9999999999999,1004.14,0,auto_negative_other_video
auto_0030,DeepSea Stavanger has become,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,299,633.8,636.08,0,auto_negative_other_video
auto_0031,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,AkerBP 1,39,197.72,204.32,3,auto_seed_positive
auto_0031,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,AkerBP 1,8,45.68,50.7,1,auto_negative_same_video
auto_0031,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,Al Gore- Averting the climate crisis - TED Talk,101,438.98,441.18,0,auto_negative_other_video
auto_0031,"where do they talk about With upgrades made AKBP contract,?",natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,24,62.34,65.34,0,auto_negative_other_video
auto_0032,DeepSea Stavanger has become,exact_keyword,en,AkerBP 1,39,197.72,204.32,3,auto_seed_positive
auto_0032,DeepSea Stavanger has become,exact_keyword,en,AkerBP 1,28,145.82,150.86,1,auto_negative_same_video
auto_0032,DeepSea Stavanger has become,exact_keyword,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,143,406.86,408.3,0,auto_negative_other_video
auto_0032,DeepSea Stavanger has become,exact_keyword,en,Comedy 2,227,430.5,431.24,0,auto_negative_other_video
auto_0033,where do they talk about look forward continue pushing limits?,natural_search,en,AkerBP 1,35,175.82,181.4,3,auto_seed_positive
auto_0033,where do they talk about look forward continue pushing limits?,natural_search,en,AkerBP 1,14,79.82,84.22,1,auto_negative_same_video
auto_0033,where do they talk about look forward continue pushing limits?,natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,301,637.74,639.76,0,auto_negative_other_video
auto_0033,where do they talk about look forward continue pushing limits?,natural_search,en,Majora Carter- Greening the ghetto - TED Talk,6,25.8,27.8,0,auto_negative_other_video
auto_0034,limits for what's technically,exact_keyword,en,AkerBP 1,35,175.82,181.4,3,auto_seed_positive
auto_0034,limits for what's technically,exact_keyword,en,AkerBP 1,37,188.34,190.8,1,auto_negative_same_video
auto_0034,limits for what's technically,exact_keyword,en,Majora Carter- Greening the ghetto - TED Talk,72,211.9,215.62,0,auto_negative_other_video
auto_0034,limits for what's technically,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,253,540.2,542.02,0,auto_negative_other_video
auto_0035,where do they talk about look forward continue pushing limits?,natural_search,en,AkerBP 1,35,175.82,181.4,3,auto_seed_positive
auto_0035,where do they talk about look forward continue pushing limits?,natural_search,en,AkerBP 1,44,234.32,237.24,1,auto_negative_same_video
auto_0035,where do they talk about look forward continue pushing limits?,natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,320,676.28,677.96,0,auto_negative_other_video
auto_0035,where do they talk about look forward continue pushing limits?,natural_search,en,30Min,420,1124.16,1124.84,0,auto_negative_other_video
auto_0036,limits for what's technically,exact_keyword,en,AkerBP 1,35,175.82,181.4,3,auto_seed_positive
auto_0036,limits for what's technically,exact_keyword,en,AkerBP 1,48,264.84000000000003,266.24,1,auto_negative_same_video
auto_0036,limits for what's technically,exact_keyword,en,Johan Sverdrup - System 43 - Fakkel,15,109.32,113.4,0,auto_negative_other_video
auto_0036,limits for what's technically,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,224,482.28,483.88,0,auto_negative_other_video
auto_0037,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,AkerBP 2,2,51.26,56.82,3,auto_seed_positive
auto_0037,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,AkerBP 2,15,329.98,331.1,1,auto_negative_same_video
auto_0037,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,Jehane Noujaim- My wish- A global day of film - TED Talk,226,762.38,764.0,0,auto_negative_other_video
auto_0037,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,259,747.6,749.26,0,auto_negative_other_video
auto_0038,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,AkerBP 2,2,51.26,56.82,3,auto_seed_positive
auto_0038,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,AkerBP 2,19,331.6,344.16,1,auto_negative_same_video
auto_0038,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,Majora Carter- Greening the ghetto - TED Talk,318,927.18,929.68,0,auto_negative_other_video
auto_0038,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,Hans Rosling- The best stats you've ever seen - TED Talk,152,495.48,500.5,0,auto_negative_other_video
auto_0039,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,AkerBP 2,2,51.26,56.82,3,auto_seed_positive
auto_0039,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,AkerBP 2,7,144.32,150.74,1,auto_negative_same_video
auto_0039,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,134,286.66,288.22,0,auto_negative_other_video
auto_0039,"where do they talk about hver understell, dekk forskjellige utstyrsmoduler?",natural_search,sn,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,569,1186.28,1187.86,0,auto_negative_other_video
auto_0040,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,AkerBP 2,2,51.26,56.82,3,auto_seed_positive
auto_0040,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,AkerBP 2,1,48.98,51.18,1,auto_negative_same_video
auto_0040,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,387,810.08,812.02,0,auto_negative_other_video
auto_0040,forskjellige utstyrsmoduler på toppen,exact_keyword,sn,Majora Carter- Greening the ghetto - TED Talk,105,316.52,319.98,0,auto_negative_other_video
auto_0041,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,AkerBP 2,7,144.32,150.74,3,auto_seed_positive
auto_0041,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,AkerBP 2,9,307.54,308.94,1,auto_negative_same_video
auto_0041,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,David Pogue- Simplicity sells - TED Talk,201,1122.68,1128.06,0,auto_negative_other_video
auto_0041,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,292,620.1,622.16,0,auto_negative_other_video
auto_0042,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,AkerBP 2,7,144.32,150.74,3,auto_seed_positive
auto_0042,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,AkerBP 2,9,307.54,308.94,1,auto_negative_same_video
auto_0042,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,438,1251.22,1257.52,0,auto_negative_other_video
auto_0042,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,316,667.88,669.68,0,auto_negative_other_video
auto_0043,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,AkerBP 2,7,144.32,150.74,3,auto_seed_positive
auto_0043,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,AkerBP 2,13,310.0,310.92,1,auto_negative_same_video
auto_0043,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,Jeff Han- The radical promise of the multi-touch interface - TED Talk,125,354.52,360.5,0,auto_negative_other_video
auto_0043,where do they talk about ...skj impactingh guitar legends Petondsj?,natural_search,sn,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,118,345.62,348.18,0,auto_negative_other_video
auto_0044,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,AkerBP 2,7,144.32,150.74,3,auto_seed_positive
auto_0044,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,AkerBP 2,0,28.580000000000002,29.98,1,auto_negative_same_video
auto_0044,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,Hans Rosling- The best stats you've ever seen - TED Talk,210,684.86,687.56,0,auto_negative_other_video
auto_0044,åk op Petondsj Fan서�ola-sk,exact_keyword,sn,David Pogue- Simplicity sells - TED Talk,114,606.7,610.8,0,auto_negative_other_video
auto_0045,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,AkerBP 2,0,28.580000000000002,29.98,3,auto_seed_positive
auto_0045,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,AkerBP 2,10,308.94,309.96,1,auto_negative_same_video
auto_0045,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,Johan Sverdrup - System 50 - Sjøvann,35,258.28,258.9,0,auto_negative_other_video
auto_0045,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,Jehane Noujaim- My wish- A global day of film - TED Talk,137,464.36,465.08,0,auto_negative_other_video
auto_0046,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,AkerBP 2,0,28.580000000000002,29.98,3,auto_seed_positive
auto_0046,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,AkerBP 2,12,309.98,310.0,1,auto_negative_same_video
auto_0046,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,207,582.8,587.92,0,auto_negative_other_video
auto_0046,where do they talk about ഉཤགྷཥཀཥཁཡྋཱཎཁཱཎཋཚཎཎཎཌྷཁཥཀཋཆཋཎགྷཎཀཎཎཁཎཉཀཎཁཉཉཇོ཈ཉཇཋཎཉཇཁཕཁཁ཈ཋཋདྷཁཀཉཉོཁཀཋ཈ཁཁགཉ཈ཁཋ཈�?,natural_search,sn,Rick Warren- A life of purpose - TED Talk,235,695.12,698.28,0,auto_negative_other_video
auto_0047,where do they talk about think it's been really valuable?,natural_search,en,AkerBP 3,29,208.68,217.1,3,auto_seed_positive
auto_0047,where do they talk about think it's been really valuable?,natural_search,en,AkerBP 3,36,255.52,259.82,1,auto_negative_same_video
auto_0047,where do they talk about think it's been really valuable?,natural_search,en,David Pogue- Simplicity sells - TED Talk,20,161.88,167.3,0,auto_negative_other_video
auto_0047,where do they talk about think it's been really valuable?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,448,1289.54,1291.72,0,auto_negative_other_video
auto_0048,Microsoft and Acura Solutions,exact_keyword,en,AkerBP 3,29,208.68,217.1,3,auto_seed_positive
auto_0048,Microsoft and Acura Solutions,exact_keyword,en,AkerBP 3,34,244.42,248.94,1,auto_negative_same_video
auto_0048,Microsoft and Acura Solutions,exact_keyword,en,Majora Carter- Greening the ghetto - TED Talk,329,957.34,959.18,0,auto_negative_other_video
auto_0048,Microsoft and Acura Solutions,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,218,611.16,618.0,0,auto_negative_other_video
